index,id,location
358, 729, US - C
359, 1498, US - C
360, 1592, US - N
361, 438, US - D
362, 16, US - C
363, 1178, US - C
364, 1662, US - C
365, 1013, US - C
366, 908, US - C
367, 1379, US - C
368, 1736, US - C
369, 1240, US - N
370, 1271, US - C
371, 1209, US - C
372, 1837, US - L
373, 1834, US - C
374, 1534, US - N
375, 1359, US - C
376, 888, US - N
377, 1583, US - C
378, 1553, US - C
379, 1850, US - L
380, 1145, US - L
381, 1081, US - C
382, 1211, Canada
383, 1046, US - C
384, 459, US - C
385, 1818, US - P
386, 1245, US - N
387, 1362, US - C
388, 1128, US - N
389, 1460, US - C
390, 1706, US - N
391, 11, US - L
392, 1233, US - C
393, 1300, US - C
394, 176, US - D
395, 1331, US - C
396, 260, US - C
397, 79, US - N
398, 853, US - C
399, 556, US - C
400, 1914, US - C
401, 1876, US - N
402, 3, US - N
403, 534, US - N
404, 556, US - N
405, 1344, US - N
406, 181, US - C
407, 1972, US - N
408, 1603, US - C
409, 350, US - N
410, 639, US - N
411, 661, US - P
412, 1562, US - N
413, 1023, US - P
414, 1127, US - N
415, 1484, US - P
416, 243, US - P
417, 68, US - C
418, 1770, US - C
419, 533, US - N
420, 1676, US - P
421, 1087, US - C
422, 1147, US - C
423, 1486, US - C
424, 969, US - N
425, 1776, US - N
426, 1414, US - N
427, 376, US - C
428, 1971, US - L
429, 1751, US - P
430, 296, US - C
431, 1203, US - C
432, 1736, US - C
433, 1563, US - C
434, 128, US - C
435, 846, US - P
436, 912, US - C
437, 579, US - C
438, 233, US - N
439, 1893, US - P
440, 1650, US - C
441, 1315, US - C
442, 1438, US - N
443, 853, US - C
444, 1712, US - C
445, 1518, US - C
446, 1790, US - C
447, 971, US - N
448, 1761, US - C
449, 324, US - C
450, 867, US - N
451, 61, US - N
452, 1869, US - N
453, 982, US - C
454, 1087, US - C
455, 1684, US - C
456, 1700, US - C
457, 1538, US - C
458, 1631, US - C
459, 1197, US - C
460, 240, US - C
461, 143, US - C
462, 1912, US - N
463, 1002, US - C
464, 1117, US - C
465, 571, US - C
466, 1676, US - C
467, 1974, US - C
468, 816, US - C
469, 1020, US - C
470, 614, US - N
471, 1785, US - C
472, 311, US - C
473, 364, US - C
474, 784, US - C
475, 616, US - C
476, 262, US - N
477, 950, US - C
478, 76, US - C
479, 699, US - S
480, 319, US - C
481, 1869, US - C
482, 1546, US - C
483, 491, US - C
484, 1446, US - C
485, 104, US - C
486, 1799, US - C
487, 154, US - C
488, 1576, Canada
489, 170, US - C
490, 14, US - C
491, 1227, US - C
492, 1486, US - P
493, 150, US - C
494, 1396, US - C
495, 1936, US - L
496, 756, US - N
497, 603, US - C
498, 102, US - N
499, 1388, US - C
500, 1065, US - C
501, 732, US - C
502, 1254, US - C
503, 404, US - C
504, 85, US - C
505, 1302, US - C
506, 316, US - C
507, 1302, US - C
508, 510, US - C
509, 634, US - N
510, 1050, US - C
511, 1626, US - N
512, 460, US - N
513, 1723, US - N
514, 970, US - C
515, 358, US - N
516, 1240, US - L
517, 850, US - A
518, 1282, US - N
519, 940, US - C
520, 1765, US - C
521, 451, US - C
522, 1677, US - C
523, 627, US - C
524, 1979, US - C
525, 1802, US - C
526, 746, US - P
527, 1435, US - C
528, 1868, US - C
529, 1456, US - C
530, 520, US - N
531, 1857, US - C
532, 432, US - C
533, 1275, US - C
534, 1237, US - C
535, 1825, US - N
536, 1575, US - P
537, 1423, US - N
538, 193, US - C
539, 1430, US - P
540, 1586, US - C
541, 1043, US - C
542, 1496, US - C
543, 467, US - C
544, 367, US - C
545, 1403, US - C
546, 807, US - C
547, 1600, US - C
548, 1661, US - C
549, 232, US - L
550, 1155, US - C
551, 1316, US - C
552, 475, US - N
553, 827, US - P
554, 644, US - C
555, 1466, US - C
556, 480, US - C
557, 95, US - C
558, 566, US - C
559, 1606, US - N
560, 1596, US - C
561, 955, US - C
562, 581, US - C
563, 400, US - C
564, 927, US - C
565, 15, US - C
566, 108, US - C
567, 228, US - C
568, 1080, US - C
569, 1425, US - C
570, 399, US - C
571, 330, US - P
572, 203, US - C
573, 1300, US - C
574, 1968, US - A
575, 1751, US - C
576, 1114, US - A
577, 719, US - C
578, 1096, US - C
579, 1346, US - C
580, 501, US - L
581, 1840, US - N
582, 10, US - C
583, 1622, US - C
584, 169, US - A
585, 1951, US - C
586, 342, US - C
587, 904, US - L
588, 1185, US - C
589, 358, US - C
590, 380, US - C
591, 1165, US - C
592, 996, US - C
593, 958, US - C
594, 1279, US - N
595, 848, US - C
596, 261, US - S
597, 1415, US - C
598, 285, US - C
599, 975, US - N
600, 1866, US - C
601, 1746, US - C
602, 899, US - C
603, 1890, US - M
604, 1676, US - S
605, 1855, US - C
606, 1008, US - C
607, 54, US - C
608, 1808, US - C
609, 830, US - N
610, 94, US - S
611, 1033, US - N
612, 1790, US - N
613, 1906, US - N
614, 30, US - C
615, 818, US - C
616, 438, US - C
617, 204, US - C
618, 1291, US - C
619, 204, US - C
620, 84, US - N
621, 923, US - L
622, 1686, US - L
623, 128, US - C
624, 167, US - C
625, 1444, US - C
626, 1835, US - C
627, 924, US - C
628, 757, US - C
629, 1190, US - C
630, 604, US - C
631, 377, US - L
632, 1522, US - L
633, 753, US - L
634, 1225, US - L
635, 1577, US - C
636, 1196, US - C
637, 1204, US - N
638, 1965, US - L
639, 234, US - C
640, 581, US - L
641, 1143, US - L
642, 1875, US - L
643, 1637, US - C
644, 78, US - C
645, 822, US - C
646, 1929, US - L
647, 1357, US - C
648, 69, US - C
649, 840, US - C
650, 1117, US - C
651, 294, US - C
652, 140, US - C
653, 969, US - C
654, 1254, US - C
655, 1027, US - C
656, 347, US - C
657, 410, US - N
658, 597, US - C
659, 1096, US - C
660, 1505, US - C
661, 611, US - C
662, 1058, US - N
663, 1388, US - L
664, 703, US - C
665, 1021, US - N
666, 296, US - C
667, 398, US - C
668, 601, US - C
669, 734, US - N
670, 1879, US - C
671, 96, US - D
672, 944, US - D
673, 329, US - C
674, 472, US - N
675, 156, US - N
676, 1124, US - N
677, 86, US - C
678, 1668, US - C
679, 1342, US - C
680, 1787, US - C
681, 1053, US - C
682, 25, US - C
683, 585, US - C
684, 269, US - C
685, 707, US - C
686, 1750, US - C
687, 386, US - C
688, 285, US - C
689, 838, US - C
690, 310, US - C
691, 39, US - C
692, 1309, US - C
693, 565, US - C
694, 647, US - C
695, 1245, US - N
696, 80, US - C
697, 409, US - C
698, 580, US - C
699, 294, US - C
700, 1548, US - C
701, 1192, US - C
702, 1049, US - C
703, 1581, US - C
704, 1686, US - N
705, 1578, US - C
706, 279, US - N
707, 83, US - C
708, 1045, US - L
709, 1824, US - P
710, 575, US - L
711, 825, US - N
712, 857, US - N
713, 1055, US - C
714, 1425, US - C
715, 959, US - N
716, 314, US - C
717, 1570, US - C
718, 1372, US - N
719, 1006, US - N
720, 229, US - C
721, 796, US - N
722, 58, US - N
723, 1528, US - C
724, 1856, US - N
725, 1332, US - N
726, 565, US - N
727, 463, US - C
728, 1837, US - N
729, 688, US - C
730, 7, US - L
731, 606, US - C
732, 804, US - C
733, 560, US - N
734, 499, US - C
735, 657, US - C
736, 840, US - C
737, 1100, US - C
738, 1221, US - C
739, 970, US - C
740, 1283, US - C
741, 1783, US - C
742, 1185, US - C
743, 1299, US - C
744, 1878, US - C
745, 272, US - C
746, 212, US - C
747, 1650, US - C
748, 790, US - C
749, 480, US - C
750, 1671, US - C
751, 560, US - C
752, 1151, US - C
753, 160, US - C
754, 45, US - C
755, 1794, US - C
756, 1934, US - D
757, 350, US - L
758, 1668, US - L
759, 189, US - L
760, 304, US - C
761, 171, US - C
762, 1907, US - C
763, 1651, US - C
764, 1217, US - L
765, 454, US - A
766, 1068, US - N
767, 685, US - N
768, 1764, US - C
769, 65, US - L
770, 825, US - L
771, 793, US - N
772, 1848, US - N
773, 543, US - C
774, 467, US - N
775, 1049, US - S
776, 516, US - M
777, 711, US - C
778, 645, US - C
779, 1824, US - C
780, 730, US - C
781, 835, US - D
782, 612, US - C
783, 1112, US - L
784, 1906, US - N
785, 1709, US - P
786, 1506, US - N
787, 961, Canada
788, 1294, US - C
789, 1117, US - C
790, 286, US - N
791, 337, US - C
792, 1260, US - N
793, 1266, US - S
794, 1333, US - N
795, 586, US - C
796, 1137, US - S
797, 1337, US - C
798, 910, US - N
799, 1938, US - C
800, 181, US - C
801, 45, US - C
802, 185, US - C
803, 1018, US - L
804, 1929, US - C
805, 1764, US - C
806, 919, US - C
807, 1311, US - N
808, 928, US - C
809, 1510, US - C
810, 311, US - C
811, 1311, US - C
812, 1415, US - L
813, 1499, US - L
814, 1645, US - S
815, 888, US - N
816, 642, US - L
817, 1695, US - C
818, 970, US - C
819, 825, US - N
820, 643, US - C
821, 1645, US - C
822, 1389, US - C
823, 930, US - C
824, 920, US - C
825, 703, US - C
826, 65, US - C
827, 838, US - C
828, 988, US - C
829, 1135, US - C
830, 174, US - C
831, 1505, US - M
832, 659, US - C
833, 1619, US - S
834, 572, US - C
835, 1518, US - C
836, 1585, US - N
837, 1785, US - C
838, 840, US - N
839, 1064, US - N
840, 1981, US - C
841, 1944, US - C
842, 1434, US - N
843, 1061, US - C
844, 1008, US - N
845, 1052, US - N
846, 1092, US - C
847, 1762, US - C
848, 1463, US - N
849, 1799, US - C
850, 1404, US - C
851, 1338, US - C
852, 1795, US - N
853, 922, US - D
854, 1675, US - N
855, 1462, US - C
856, 762, US - N
857, 1802, US - C
858, 1486, US - C
859, 1847, US - C
860, 1170, US - S
861, 596, US - A
862, 704, US - A
863, 888, US - C
864, 267, US - C
865, 1327, US - N
866, 225, US - C
867, 1711, US - C
868, 1349, US - C
869, 1287, US - N
870, 115, US - N
871, 1961, US - C
872, 1660, US - C
873, 837, US - C
874, 1155, US - C
875, 1279, US - C
876, 1750, US - C
877, 1277, US - C
878, 389, US - C
879, 1313, US - C
880, 691, US - N
881, 507, US - C
882, 1868, US - C
883, 1568, US - C
884, 1041, US - N
885, 1708, US - N
886, 1901, US - C
887, 1212, US - C
888, 1962, US - C
889, 1882, US - S
890, 570, US - C
891, 1542, US - C
892, 524, US - A
893, 1645, US - C
894, 206, US - C
895, 1188, US - C
896, 1269, US - A
897, 554, US - C
898, 1172, US - C
899, 52, US - C
900, 6, US - C
901, 779, US - C
902, 872, US - N
903, 300, US - C
904, 1109, US - C
905, 1846, US - C
906, 845, US - C
907, 1175, US - C
908, 1605, US - C
909, 1997, US - N
910, 993, US - L
911, 1295, US - L
912, 1615, US - D
913, 1799, US - L
914, 485, US - L
915, 480, US - D
916, 1559, US - L
917, 500, US - D
918, 740, US - N
919, 807, US - C
920, 1140, US - N
921, 1763, US - N
922, 1327, US - C
923, 1612, US - N
924, 590, US - L
925, 1451, US - N
926, 120, US - N
927, 1426, US - N
928, 1940, US - N
929, 806, US - L
930, 1775, US - N
931, 1536, US - N
932, 124, US - N
933, 750, US - N
934, 381, US - N
935, 1086, US - C
936, 532, US - N
937, 399, US - N
938, 911, US - N
939, 903, US - N
940, 1417, US - N
941, 1968, US - N
942, 1793, US - N
943, 878, US - N
944, 909, US - D
945, 1355, US - N
946, 1136, US - N
947, 395, US - L
948, 1370, US - N
949, 199, US - C
950, 1849, US - N
951, 699, US - C
952, 1165, US - P
953, 1191, US - N
954, 167, US - N
955, 506, US - N
956, 249, US - N
957, 1605, US - N
958, 1091, US - N
959, 1899, US - N
960, 1971, US - N
961, 1550, US - C
962, 432, US - N
963, 1404, US - C
964, 112, US - N
965, 1511, US - C
966, 1298, US - N
967, 1061, US - S
968, 187, US - C
969, 1332, US - N
970, 1862, US - C
971, 569, US - C
972, 288, US - N
973, 1163, US - C
974, 546, US - C
975, 1982, US - C
976, 1149, US - N
977, 1021, US - C
978, 1137, US - S
979, 1962, US - N
980, 1816, US - N
981, 1203, US - C
982, 1621, US - N
983, 462, US - N
984, 65, US - N
985, 1369, US - N
986, 1048, Canada
987, 1068, Canada
988, 343, US - P
989, 1340, US - A
990, 364, US - N
991, 1603, US - A
992, 262, US - C
993, 1241, US - M
994, 281, US - C
995, 1064, US - L
996, 1604, US - N
997, 618, US - A
998, 1751, US - C
999, 1056, US - N
1000, 1288, US - M
1001, 685, US - D
1002, 1382, US - N
1003, 436, US - N
1004, 949, US - A
1005, 1984, US - C
1006, 1274, US - N
1007, 445, US - C
1008, 587, US - C
1009, 123, US - A
1010, 1686, US - N
1011, 1526, US - L
1012, 262, US - C
1013, 216, US - N
1014, 737, US - C
1015, 1180, US - N
1016, 199, US - S
1017, 35, US - C
1018, 525, US - N
1019, 1717, US - A
1020, 1225, US - N
1021, 1476, US - N
1022, 1442, US - N
1023, 866, US - N
1024, 545, US - C
1025, 583, US - C
1026, 125, US - N
1027, 1977, US - C
1028, 1505, US - L
1029, 1864, US - C
1030, 1523, US - N
1031, 948, US - C
1032, 888, US - C
1033, 1170, US - C
1034, 644, US - P
1035, 1184, US - N
1036, 153, US - C
1037, 1503, US - P
1038, 43, US - N
1039, 553, US - N
1040, 1306, US - S
1041, 658, US - C
1042, 1131, US - C
1043, 765, US - C
1044, 133, US - L
1045, 1217, US - N
1046, 311, US - N
1047, 1451, US - N
1048, 1473, Canada
1049, 1070, US - C
1050, 1781, US - N
1051, 1670, US - L
1052, 247, US - C
1053, 1634, US - D
1054, 1730, US - C
1055, 1996, US - N
1056, 1747, US - C
1057, 1664, US - C
1058, 1668, US - N
1059, 45, US - C
1060, 653, US - C
1061, 293, US - C
1062, 1620, US - C
1063, 1867, US - C
1064, 632, US - C
1065, 1991, US - N
1066, 47, US - N
1067, 473, US - N
1068, 960, US - C
1069, 1225, US - P
1070, 1977, US - C
1071, 798, US - C
1072, 411, US - C
1073, 1942, US - C
1074, 1931, US - A
1075, 456, US - C
1076, 723, US - C
1077, 1911, US - C
1078, 1082, US - C
1079, 391, US - C
1080, 1910, US - C
1081, 1253, US - C
1082, 1612, US - C
1083, 1902, US - P
1084, 884, US - C
1085, 471, US - C
1086, 1155, US - C
1087, 685, US - C
1088, 1532, Canada
1089, 193, US - C
1090, 908, Canada
1091, 316, US - N
1092, 1663, US - C
1093, 636, US - N
1094, 1393, US - N
1095, 636, US - C
1096, 246, US - D
1097, 1087, US - N
1098, 363, US - A
1099, 103, US - C
1100, 242, US - C
1101, 946, US - C
1102, 1838, US - C
1103, 1338, US - N
1104, 1333, US - C
1105, 1479, US - N
1106, 1217, US - L
1107, 1021, US - C
1108, 1673, US - N
1109, 1549, US - C
1110, 1104, US - C
1111, 605, US - C
1112, 31, US - C
1113, 1187, US - C
1114, 1994, US - C
1115, 705, US - N
1116, 542, US - C
1117, 161, US - C
1118, 1157, Canada
1119, 628, US - C
1120, 570, Canada
1121, 126, US - N
1122, 999, US - C
1123, 1752, US - C
1124, 1646, US - C
1125, 542, US - N
1126, 874, US - C
1127, 1833, US - C
1128, 1385, US - C
1129, 1994, US - L
1130, 1222, US - C
1131, 422, US - N
1132, 419, US - C
1133, 682, US - C
1134, 1954, US - N
1135, 902, US - C
1136, 276, US - N
1137, 353, US - A
1138, 472, US - C
1139, 452, US - C
1140, 1683, US - C
1141, 1907, US - N
1142, 44, US - N
1143, 1627, US - C
1144, 355, US - L
1145, 113, US - N
1146, 285, Canada
1147, 1100, US - C
1148, 1593, US - N
1149, 500, US - N
1150, 1686, US - N
1151, 1613, US - N
1152, 568, US - N
1153, 1667, US - N
1154, 1990, US - N
1155, 1058, US - N
1156, 539, US - N
1157, 1548, US - N
1158, 1571, US - N
1159, 287, US - N
1160, 1090, US - N
1161, 1071, US - N
1162, 1642, US - N
1163, 1666, US - N
1164, 1565, US - N
1165, 1325, US - N
1166, 55, US - N
1167, 1404, US - N
1168, 15, US - N
1169, 108, US - N
1170, 498, US - N
1171, 1042, US - N
1172, 1044, US - N
1173, 1448, US - N
1174, 276, US - N
1175, 1550, US - N
1176, 654, US - N
1177, 711, US - N
1178, 238, US - N
1179, 694, US - N
1180, 1702, US - N
1181, 419, US - N
1182, 763, US - N
1183, 168, US - C
1184, 1642, US - N
1185, 665, US - N
1186, 571, US - N
1187, 1214, US - N
1188, 602, US - N
1189, 329, US - N
1190, 120, US - N
1191, 484, US - N
1192, 976, US - N
1193, 838, US - N
1194, 631, US - N
1195, 26, US - N
1196, 1480, US - N
1197, 473, US - N
1198, 967, US - N
1199, 1884, US - N
1200, 1789, US - N
1201, 1940, US - N
1202, 622, US - C
1203, 1908, US - N
1204, 254, US - C
1205, 1791, US - N
1206, 671, US - N
1207, 946, US - N
1208, 828, US - N
1209, 1568, US - L
1210, 437, US - N
1211, 1761, US - N
1212, 1959, US - N
1213, 864, US - N
1214, 1007, US - D
1215, 1782, US - L
1216, 419, US - C
1217, 1000, US - N
1218, 528, US - C
1219, 995, US - C
1220, 1379, US - C
1221, 1756, US - C
1222, 1781, US - C
1223, 1785, US - L
1224, 1264, US - C
1225, 437, US - C
1226, 629, US - C
1227, 509, US - C
1228, 1135, US - C
1229, 1917, US - N
1230, 436, US - C
1231, 1308, US - C
1232, 1761, US - C
1233, 1243, US - C
1234, 1225, US - C
1235, 1228, US - C
1236, 1279, US - C
1237, 1419, US - C
1238, 1358, US - C
1239, 1561, US - C
1240, 1056, US - P
1241, 248, US - P
1242, 25, US - C
1243, 1226, US - L
1244, 1939, US - S
1245, 1205, US - C
1246, 1975, US - N
1247, 991, US - C
1248, 1835, US - L
1249, 702, US - L
1250, 1146, US - N
1251, 1140, US - L
1252, 1436, US - C
1253, 591, US - N
1254, 313, US - C
1255, 220, US - P
1256, 915, US - C
1257, 373, US - C
1258, 1776, US - C
1259, 503, US - N
1260, 964, US - N
1261, 447, US - P
1262, 1773, US - C
1263, 1555, US - C
1264, 1414, US - L
1265, 1586, US - L
1266, 1193, US - C
1267, 119, US - N
1268, 722, US - D
1269, 1804, US - L
1270, 1008, US - N
1271, 1755, US - N
1272, 408, US - D
1273, 1511, US - N
1274, 45, US - C
1275, 774, US - C
1276, 29, US - D
1277, 1799, US - D
1278, 1085, US - N
1279, 777, US - A
1280, 452, US - N
1281, 1623, US - C
1282, 562, US - D
1283, 1083, US - L
1284, 1113, US - C
1285, 1252, US - C
1286, 645, US - N
1287, 1753, US - C
1288, 1312, US - N
1289, 407, US - N
1290, 588, US - L
1291, 1493, US - C
1292, 1920, US - L
1293, 1412, US - C
1294, 1208, US - D
1295, 493, US - C
1296, 1635, US - C
1297, 244, US - D
1298, 388, US - N
1299, 1565, US - C
1300, 1861, US - D
1301, 1406, US - A
1302, 1309, US - D
1303, 756, US - D
1304, 1280, US - D
1305, 440, US - D
1306, 798, US - D
1307, 197, US - C
1308, 1011, US - D
1309, 1321, US - D
1310, 1797, US - C
1311, 315, US - C
1312, 1782, US - C
1313, 530, US - C
1314, 713, US - C
1315, 1058, US - D
1316, 197, US - C
1317, 1664, US - C
1318, 216, US - C
1319, 1826, US - C
1320, 300, US - C
1321, 965, US - C
1322, 810, US - C
1323, 1984, US - C
1324, 1768, US - C
1325, 1530, US - C
1326, 1782, US - D
1327, 1082, US - C
1328, 1255, US - C
1329, 101, US - C
1330, 1810, US - C
1331, 1235, US - N
1332, 470, US - C
1333, 822, US - C
1334, 1892, US - D
1335, 1114, US - P
1336, 1782, US - C
1337, 844, US - C
1338, 1330, US - C
1339, 700, US - C
1340, 1387, US - C
1341, 1825, US - D
1342, 718, US - D
1343, 685, US - D
1344, 1067, US - C
1345, 72, US - C
1346, 1001, US - D
1347, 1363, US - C
1348, 1301, US - N
1349, 1817, US - C
1350, 1114, US - C
1351, 854, US - C
1352, 1433, US - C
1353, 1857, US - C
1354, 448, US - D
1355, 1460, US - D
1356, 1045, US - D
1357, 1654, US - C
1358, 295, US - C
1359, 1586, US - L
1360, 965, US - N
1361, 231, US - L
1362, 1267, US - N
1363, 1404, US - A
1364, 1909, US - C
1365, 1467, US - D
1366, 310, US - N
1367, 1472, US - N
1368, 1598, US - D
1369, 1117, US - C
1370, 1896, US - N
1371, 1251, US - N
1372, 1239, US - L
1373, 613, US - N
1374, 379, US - L
1375, 1426, US - P
1376, 1461, US - N
1377, 281, US - N
1378, 1713, US - N
1379, 1664, US - N
1380, 426, US - L
1381, 1754, US - L
1382, 568, US - C
1383, 897, US - L
1384, 1092, US - N
1385, 1358, US - N
1386, 146, US - A
1387, 1110, US - L
1388, 548, US - C
1389, 1079, US - L
1390, 343, Canada
1391, 251, US - N
1392, 509, US - D
1393, 1271, US - N
1394, 1417, US - L
1395, 104, US - C
1396, 981, US - C
1397, 88, US - N
1398, 491, US - A
1399, 1070, US - L
1400, 912, US - P
1401, 989, US - C
1402, 998, US - M
1403, 1499, US - L
1404, 879, US - D
1405, 223, US - L
1406, 1448, US - L
1407, 1473, US - L
1408, 398, US - L
1409, 1677, US - L
1410, 884, US - L
1411, 499, US - L
1412, 128, US - L
1413, 511, US - N
1414, 1644, US - L
1415, 1706, US - L
1416, 1349, US - L
1417, 1625, US - A
1418, 1462, US - L
1419, 312, US - L
1420, 1119, US - N
1421, 441, Canada
