index,id,location
296,665,US - Delta States
297,956,US - Lake States
298,1290,US - Lake States
299,1934,US - Delta States
300,159,US - Lake States
301,69,US - Northern Plains
302,908,US - Southern Plains
303,900,US - Corn Belt
304,1632,US - Northern Plains
305,1844,US - Northern Plains
306,1095,US - Lake States
307,329,US - Northern Plains
308,1867,US - Corn Belt
309,1,US - Corn Belt
310,528,US - Corn Belt
311,1053,US - Corn Belt
312,1446,US - Northeast
313,1925,US - Corn Belt
314,701,US - Southeast
315,1388,US - Corn Belt
316,714,US - Appalachian
317,442,US - Appalachian
318,31,US - Mountain
319,511,US - Lake States
320,1102,US - Northern Plains
321,603,US - Northern Plains
322,634,US - Corn Belt
323,696,US - Corn Belt
324,81,US - Lake States
325,1667,US - Corn Belt
326,1275,US - Corn Belt
327,420,US - Mountain
328,206,US - Northeast
329,923,US - Corn Belt
330,1675,US - Pacific
331,342,US - Pacific
332,1952,US - Northern Plains
333,954,US - Delta States
334,1884,US - Pacific
335,1248,US - Appalachian
336,683,US - Northern Plains
337,230,US - Northern Plains
338,1113,US - Corn Belt
339,1599,US - Northern Plains
340,1766,US - Northern Plains
341,1286,US - Corn Belt
342,1120,US - Northern Plains
343,369,US - Northern Plains
344,1055,US - Corn Belt
345,1186,US - Corn Belt
346,1403,US - Appalachian
347,815,US - Corn Belt
348,133,US - Corn Belt
349,460,US - Northern Plains
350,526,US - Northeast
351,918,US - Delta States
352,1268,US - Northern Plains
353,853,US - Mountain
354,1900,US - Northern Plains
355,315,US - Corn Belt
356,647,US - Lake States
357,1796,US - Corn Belt
358,729,US - Corn Belt
359,1498,US - Corn Belt
360,1592,US - Northern Plains
361,438,US - Delta States
362,16,US - Corn Belt
363,1178,US - Corn Belt
364,1662,US - Corn Belt
365,1013,US - Corn Belt
366,908,US - Corn Belt
367,1379,US - Corn Belt
368,1736,US - Corn Belt
369,1240,US - Northern Plains
370,1271,US - Corn Belt
371,1209,US - Corn Belt
372,1837,US - Lake States
373,1834,US - Corn Belt
374,1534,US - Northeast
375,1359,US - Corn Belt
376,888,US - Northern Plains
377,1583,US - Corn Belt
378,1553,US - Corn Belt
379,1850,US - Lake States
380,1145,US - Lake States
381,1081,US - Corn Belt
382,1211,Canada
383,1046,US - Corn Belt
384,459,US - Corn Belt
385,1818,US - Pacific
386,1245,US - Northern Plains
387,1362,US - Corn Belt
388,1128,US - Northern Plains
389,1460,US - Corn Belt
390,1706,US - Northeast
391,11,US - Lake States
392,1233,US - Corn Belt
393,1300,US - Corn Belt
394,176,US - Delta States
395,1331,US - Corn Belt
396,260,US - Corn Belt
397,79,US - Northern Plains
398,853,US - Corn Belt
399,556,US - Corn Belt
400,1914,US - Corn Belt
401,1876,US - Northern Plains
402,3,US - Northern Plains
403,534,US - Northern Plains
404,556,US - Northern Plains
405,1344,US - Northern Plains
406,181,US - Corn Belt
407,1972,US - Northeast
408,1603,US - Corn Belt
409,350,US - Northern Plains
410,639,US - Northern Plains
411,661,US - Pacific
412,1562,US - Northern Plains
413,1023,US - Pacific
414,1127,US - Northern Plains
415,1484,US - Pacific
416,243,US - Pacific
417,68,US - Corn Belt
418,1770,US - Corn Belt
419,533,US - Northern Plains
420,1676,US - Pacific
421,1087,US - Corn Belt
422,1147,US - Corn Belt
423,1486,US - Corn Belt
424,969,US - Northern Plains
425,1776,US - Northern Plains
426,1414,US - Northern Plains
427,376,US - Corn Belt
428,1971,US - Lake States
429,1751,US - Pacific
430,296,US - Corn Belt
431,1203,US - Corn Belt
432,1736,US - Corn Belt
433,1563,US - Corn Belt
434,128,US - Corn Belt
435,846,US - Pacific
436,912,US - Corn Belt
437,579,US - Corn Belt
438,233,US - Northern Plains
439,1893,US - Pacific
440,1650,US - Corn Belt
441,1315,US - Corn Belt
442,1438,US - Northern Plains
443,853,US - Corn Belt
444,1712,US - Corn Belt
445,1518,US - Corn Belt
446,1790,US - Corn Belt
447,971,US - Northern Plains
448,1761,US - Corn Belt
449,324,US - Corn Belt
450,867,US - Northern Plains
451,61,US - Northern Plains
452,1869,US - Northeast
453,982,US - Corn Belt
454,1087,US - Corn Belt
455,1684,US - Corn Belt
456,1700,US - Corn Belt
457,1538,US - Corn Belt
458,1631,US - Corn Belt
459,1197,US - Corn Belt
460,240,US - Corn Belt
461,143,US - Corn Belt
462,1912,US - Northern Plains
463,1002,US - Corn Belt
464,1117,US - Corn Belt
465,571,US - Corn Belt
466,1676,US - Corn Belt
467,1974,US - Corn Belt
468,816,US - Corn Belt
469,1020,US - Corn Belt
470,614,US - Northeast
471,1785,US - Corn Belt
472,311,US - Corn Belt
473,364,US - Corn Belt
474,784,US - Corn Belt
475,616,US - Corn Belt
476,262,US - Northern Plains
477,950,US - Corn Belt
478,76,US - Corn Belt
479,699,US - Southern Plains
480,319,US - Corn Belt
481,1869,US - Corn Belt
482,1546,US - Corn Belt
483,491,US - Corn Belt
484,1446,US - Corn Belt
485,104,US - Corn Belt
486,1799,US - Corn Belt
487,154,US - Corn Belt
488,1576,Canada
489,170,US - Corn Belt
490,14,US - Corn Belt
491,1227,US - Corn Belt
492,1486,US - Pacific
493,150,US - Corn Belt
494,1396,US - Corn Belt
495,1936,US - Lake States
496,756,US - Northern Plains
497,603,US - Corn Belt
498,102,US - Northeast
499,1388,US - Corn Belt
500,1065,US - Corn Belt
501,732,US - Corn Belt
502,1254,US - Corn Belt
503,404,US - Corn Belt
504,85,US - Corn Belt
505,1302,US - Corn Belt
506,316,US - Corn Belt
507,1302,US - Corn Belt
508,510,US - Corn Belt
509,634,US - Northern Plains
510,1050,US - Corn Belt
511,1626,US - Northern Plains
512,460,US - Northeast
513,1723,US - Northern Plains
514,970,US - Corn Belt
515,358,US - Northern Plains
516,1240,US - Lake States
517,850,US - Appalachian
518,1282,US - Northern Plains
519,940,US - Corn Belt
520,1765,US - Corn Belt
521,451,US - Corn Belt
522,1677,US - Corn Belt
523,627,US - Corn Belt
524,1979,US - Corn Belt
525,1802,US - Corn Belt
526,746,US - Pacific
527,1435,US - Corn Belt
528,1868,US - Corn Belt
529,1456,US - Corn Belt
530,520,US - Northern Plains
531,1857,US - Corn Belt
532,432,US - Corn Belt
533,1275,US - Corn Belt
534,1237,US - Corn Belt
535,1825,US - Northeast
536,1575,US - Pacific
537,1423,US - Northern Plains
538,193,US - Corn Belt
539,1430,US - Pacific
540,1586,US - Corn Belt
541,1043,US - Corn Belt
542,1496,US - Corn Belt
543,467,US - Corn Belt
544,367,US - Corn Belt
545,1403,US - Corn Belt
546,807,US - Corn Belt
547,1600,US - Corn Belt
548,1661,US - Corn Belt
549,232,US - Lake States
550,1155,US - Corn Belt
551,1316,US - Corn Belt
552,475,US - Northern Plains
553,827,US - Pacific
554,644,US - Corn Belt
555,1466,US - Corn Belt
556,480,US - Corn Belt
557,95,US - Corn Belt
558,566,US - Corn Belt
559,1606,US - Northern Plains
560,1596,US - Corn Belt
561,955,US - Corn Belt
562,581,US - Corn Belt
563,400,US - Corn Belt
564,927,US - Corn Belt
565,15,US - Corn Belt
566,108,US - Corn Belt
567,228,US - Corn Belt
568,1080,US - Corn Belt
569,1425,US - Corn Belt
570,399,US - Corn Belt
571,330,US - Pacific
572,203,US - Corn Belt
573,1300,US - Corn Belt
574,1968,US - Appalachian
575,1751,US - Corn Belt
576,1114,US - Appalachian
577,719,US - Corn Belt
578,1096,US - Corn Belt
579,1346,US - Corn Belt
580,501,US - Lake States
581,1840,US - Northern Plains
582,10,US - Corn Belt
583,1622,US - Corn Belt
584,169,US - Appalachian
585,1951,US - Corn Belt
586,342,US - Corn Belt
587,904,US - Lake States
588,1185,US - Corn Belt
589,358,US - Corn Belt
590,380,US - Corn Belt
591,1165,US - Corn Belt
592,996,US - Corn Belt
593,958,US - Corn Belt
594,1279,US - Northern Plains
595,848,US - Corn Belt
596,261,US - Southern Plains
597,1415,US - Corn Belt
598,285,US - Corn Belt
599,975,US - Northern Plains
600,1866,US - Corn Belt
601,1746,US - Corn Belt
602,899,US - Corn Belt
603,1890,US - Mountain
604,1676,US - Southern Plains
605,1855,US - Corn Belt
606,1008,US - Corn Belt
607,54,US - Corn Belt
608,1808,US - Corn Belt
609,830,US - Northern Plains
610,94,US - Southern Plains
611,1033,US - Northeast
612,1790,US - Northern Plains
613,1906,US - Northern Plains
614,30,US - Corn Belt
615,818,US - Corn Belt
616,438,US - Corn Belt
617,204,US - Corn Belt
618,1291,US - Corn Belt
619,204,US - Corn Belt
620,84,US - Northern Plains
621,923,US - Lake States
622,1686,US - Lake States
623,128,US - Corn Belt
624,167,US - Corn Belt
625,1444,US - Corn Belt
626,1835,US - Corn Belt
627,924,US - Corn Belt
628,757,US - Corn Belt
629,1190,US - Corn Belt
630,604,US - Corn Belt
631,377,US - Lake States
632,1522,US - Lake States
633,753,US - Lake States
634,1225,US - Lake States
635,1577,US - Corn Belt
636,1196,US - Corn Belt
637,1204,US - Northeast
638,1965,US - Lake States
639,234,US - Corn Belt
640,581,US - Lake States
641,1143,US - Lake States
642,1875,US - Lake States
643,1637,US - Corn Belt
644,78,US - Corn Belt
645,822,US - Corn Belt
646,1929,US - Lake States
647,1357,US - Corn Belt
648,69,US - Corn Belt
649,840,US - Corn Belt
650,1117,US - Corn Belt
651,294,US - Corn Belt
652,140,US - Corn Belt
653,969,US - Corn Belt
654,1254,US - Corn Belt
655,1027,US - Corn Belt
656,347,US - Corn Belt
657,410,US - Northern Plains
658,597,US - Corn Belt
659,1096,US - Corn Belt
660,1505,US - Corn Belt
661,611,US - Corn Belt
662,1058,US - Northeast
663,1388,US - Lake States
664,703,US - Corn Belt
665,1021,US - Northern Plains
666,296,US - Corn Belt
667,398,US - Corn Belt
668,601,US - Corn Belt
669,734,US - Northern Plains
670,1879,US - Corn Belt
671,96,US - Delta States
672,944,US - Delta States
673,329,US - Corn Belt
674,472,US - Northeast
675,156,US - Northern Plains
676,1124,US - Northern Plains
677,86,US - Corn Belt
678,1668,US - Corn Belt
679,1342,US - Corn Belt
680,1787,US - Corn Belt
681,1053,US - Corn Belt
682,25,US - Corn Belt
683,585,US - Corn Belt
684,269,US - Corn Belt
685,707,US - Corn Belt
686,1750,US - Corn Belt
687,386,US - Corn Belt
688,285,US - Corn Belt
689,838,US - Corn Belt
690,310,US - Corn Belt
691,39,US - Corn Belt
692,1309,US - Corn Belt
693,565,US - Corn Belt
694,647,US - Corn Belt
695,1245,US - Northern Plains
696,80,US - Corn Belt
697,409,US - Corn Belt
698,580,US - Corn Belt
699,294,US - Corn Belt
700,1548,US - Corn Belt
701,1192,US - Corn Belt
702,1049,US - Corn Belt
703,1581,US - Corn Belt
704,1686,US - Northern Plains
705,1578,US - Corn Belt
706,279,US - Northern Plains
707,83,US - Corn Belt
708,1045,US - Lake States
709,1824,US - Pacific
710,575,US - Lake States
711,825,US - Northern Plains
712,857,US - Northern Plains
713,1055,US - Corn Belt
714,1425,US - Corn Belt
715,959,US - Northern Plains
716,314,US - Corn Belt
717,1570,US - Corn Belt
718,1372,US - Northern Plains
719,1006,US - Northern Plains
720,229,US - Corn Belt
721,796,US - Northern Plains
722,58,US - Northern Plains
723,1528,US - Corn Belt
724,1856,US - Northern Plains
725,1332,US - Northern Plains
726,565,US - Northern Plains
727,463,US - Corn Belt
728,1837,US - Northern Plains
729,688,US - Corn Belt
730,7,US - Lake States
731,606,US - Corn Belt
732,804,US - Corn Belt
733,560,US - Northern Plains
734,499,US - Corn Belt
735,657,US - Corn Belt
736,840,US - Corn Belt
737,1100,US - Corn Belt
738,1221,US - Corn Belt
739,970,US - Corn Belt
740,1283,US - Corn Belt
741,1783,US - Corn Belt
742,1185,US - Corn Belt
743,1299,US - Corn Belt
744,1878,US - Corn Belt
745,272,US - Corn Belt
746,212,US - Corn Belt
747,1650,US - Corn Belt
748,790,US - Corn Belt
749,480,US - Corn Belt
750,1671,US - Corn Belt
751,560,US - Corn Belt
752,1151,US - Corn Belt
753,160,US - Corn Belt
754,45,US - Corn Belt
755,1794,US - Corn Belt
756,1934,US - Delta States
757,350,US - Lake States
758,1668,US - Lake States
759,189,US - Lake States
760,304,US - Corn Belt
761,171,US - Corn Belt
762,1907,US - Corn Belt
763,1651,US - Corn Belt
764,1217,US - Lake States
765,454,US - Appalachian
766,1068,US - Northern Plains
767,685,US - Northern Plains
768,1764,US - Corn Belt
769,65,US - Lake States
770,825,US - Lake States
771,793,US - Northern Plains
772,1848,US - Northern Plains
773,543,US - Corn Belt
774,467,US - Northeast
775,1049,US - Southern Plains
776,516,US - Mountain
777,711,US - Corn Belt
778,645,US - Corn Belt
779,1824,US - Corn Belt
780,730,US - Corn Belt
781,835,US - Delta States
782,612,US - Corn Belt
783,1112,US - Lake States
784,1906,US - Northern Plains
785,1709,US - Pacific
786,1506,US - Northeast
787,961,Canada
788,1294,US - Corn Belt
789,1117,US - Corn Belt
790,286,US - Northeast
791,337,US - Corn Belt
792,1260,US - Northern Plains
793,1266,US - Southern Plains
794,1333,US - Northern Plains
795,586,US - Corn Belt
796,1137,US - Southern Plains
797,1337,US - Corn Belt
798,910,US - Northeast
799,1938,US - Corn Belt
800,181,US - Corn Belt
801,45,US - Corn Belt
802,185,US - Corn Belt
803,1018,US - Lake States
804,1929,US - Corn Belt
805,1764,US - Corn Belt
806,919,US - Corn Belt
807,1311,US - Northeast
808,928,US - Corn Belt
809,1510,US - Corn Belt
810,311,US - Corn Belt
811,1311,US - Corn Belt
812,1415,US - Lake States
813,1499,US - Lake States
814,1645,US - Southeast
815,888,US - Northeast
816,642,US - Lake States
817,1695,US - Corn Belt
818,970,US - Corn Belt
819,825,US - Northern Plains
820,643,US - Corn Belt
821,1645,US - Corn Belt
822,1389,US - Corn Belt
823,930,US - Corn Belt
824,920,US - Corn Belt
825,703,US - Corn Belt
826,65,US - Corn Belt
827,838,US - Corn Belt
828,988,US - Corn Belt
829,1135,US - Corn Belt
830,174,US - Corn Belt
831,1505,US - Mountain
832,659,US - Corn Belt
833,1619,US - Southern Plains
834,572,US - Corn Belt
835,1518,US - Corn Belt
836,1585,US - Northeast
837,1785,US - Corn Belt
838,840,US - Northern Plains
839,1064,US - Northern Plains
840,1981,US - Corn Belt
841,1944,US - Corn Belt
842,1434,US - Northern Plains
843,1061,US - Corn Belt
844,1008,US - Northern Plains
845,1052,US - Northern Plains
846,1092,US - Corn Belt
847,1762,US - Corn Belt
848,1463,US - Northern Plains
849,1799,US - Corn Belt
850,1404,US - Corn Belt
851,1338,US - Corn Belt
852,1795,US - Northern Plains
853,922,US - Delta States
854,1675,US - Northern Plains
855,1462,US - Corn Belt
856,762,US - Northern Plains
857,1802,US - Corn Belt
858,1486,US - Corn Belt
859,1847,US - Corn Belt
860,1170,US - Southern Plains
861,596,US - Appalachian
862,704,US - Appalachian
863,888,US - Corn Belt
864,267,US - Corn Belt
865,1327,US - Northern Plains
866,225,US - Corn Belt
867,1711,US - Corn Belt
868,1349,US - Corn Belt
869,1287,US - Northern Plains
870,115,US - Northern Plains
871,1961,US - Corn Belt
872,1660,US - Corn Belt
873,837,US - Corn Belt
874,1155,US - Corn Belt
875,1279,US - Corn Belt
876,1750,US - Corn Belt
877,1277,US - Corn Belt
878,389,US - Corn Belt
879,1313,US - Corn Belt
880,691,US - Northeast
881,507,US - Corn Belt
882,1868,US - Corn Belt
883,1568,US - Corn Belt
884,1041,US - Northeast
885,1708,US - Northern Plains
886,1901,US - Corn Belt
887,1212,US - Corn Belt
888,1962,US - Corn Belt
889,1882,US - Southern Plains
890,570,US - Corn Belt
891,1542,US - Corn Belt
892,524,US - Appalachian
893,1645,US - Corn Belt
894,206,US - Corn Belt
895,1188,US - Corn Belt
896,1269,US - Appalachian
897,554,US - Corn Belt
898,1172,US - Corn Belt
899,52,US - Corn Belt
900,6,US - Corn Belt
901,779,US - Corn Belt
902,872,US - Northern Plains
903,300,US - Corn Belt
904,1109,US - Corn Belt
905,1846,US - Corn Belt
906,845,US - Corn Belt
907,1175,US - Corn Belt
908,1605,US - Corn Belt
909,1997,US - Northern Plains
910,993,US - Lake States
911,1295,US - Lake States
912,1615,US - Delta States
913,1799,US - Lake States
914,485,US - Lake States
915,480,US - Delta States
916,1559,US - Lake States
917,500,US - Delta States
918,740,US - Northern Plains
919,807,US - Corn Belt
920,1140,US - Northern Plains
921,1763,US - Northern Plains
922,1327,US - Corn Belt
923,1612,US - Northern Plains
924,590,US - Lake States
925,1451,US - Northern Plains
926,120,US - Northern Plains
927,1426,US - Northern Plains
928,1940,US - Northern Plains
929,806,US - Lake States
930,1775,US - Northern Plains
931,1536,US - Northern Plains
932,124,US - Northern Plains
933,750,US - Northern Plains
934,381,US - Northern Plains
935,1086,US - Corn Belt
936,532,US - Northern Plains
937,399,US - Northern Plains
938,911,US - Northern Plains
939,903,US - Northern Plains
940,1417,US - Northern Plains
941,1968,US - Northern Plains
942,1793,US - Northern Plains
943,878,US - Northern Plains
944,909,US - Delta States
945,1355,US - Northern Plains
946,1136,US - Northern Plains
947,395,US - Lake States
948,1370,US - Northern Plains
949,199,US - Corn Belt
950,1849,US - Northern Plains
951,699,US - Corn Belt
952,1165,US - Pacific
953,1191,US - Northern Plains
954,167,US - Northern Plains
955,506,US - Northern Plains
956,249,US - Northern Plains
957,1605,US - Northern Plains
958,1091,US - Northern Plains
959,1899,US - Northern Plains
960,1971,US - Northern Plains
961,1550,US - Corn Belt
962,432,US - Northern Plains
963,1404,US - Corn Belt
964,112,US - Northern Plains
965,1511,US - Corn Belt
966,1298,US - Northern Plains
967,1061,US - Southern Plains
968,187,US - Corn Belt
969,1332,US - Northern Plains
970,1862,US - Corn Belt
971,569,US - Corn Belt
972,288,US - Northern Plains
973,1163,US - Corn Belt
974,546,US - Corn Belt
975,1982,US - Corn Belt
976,1149,US - Northern Plains
977,1021,US - Corn Belt
978,1137,US - Southern Plains
979,1962,US - Northern Plains
980,1816,US - Northeast
981,1203,US - Corn Belt
982,1621,US - Northern Plains
983,462,US - Northern Plains
984,65,US - Northern Plains
985,1369,US - Northern Plains
986,1048,Canada
987,1068,Canada
988,343,US - Pacific
989,1340,US - Appalachian
990,364,US - Northern Plains
991,1603,US - Appalachian
992,262,US - Corn Belt
993,1241,US - Mountain
994,281,US - Corn Belt
995,1064,US - Lake States
996,1604,US - Northeast
997,618,US - Appalachian
998,1751,US - Corn Belt
999,1056,US - Northern Plains
1000,1288,US - Mountain
1001,685,US - Delta States
1002,1382,US - Northern Plains
1003,436,US - Northern Plains
1004,949,US - Appalachian
1005,1984,US - Corn Belt
1006,1274,US - Northeast
1007,445,US - Corn Belt
1008,587,US - Corn Belt
1009,123,US - Appalachian
1010,1686,US - Northeast
1011,1526,US - Lake States
1012,262,US - Corn Belt
1013,216,US - Northern Plains
1014,737,US - Corn Belt
1015,1180,US - Northeast
1016,199,US - Southern Plains
1017,35,US - Corn Belt
1018,525,US - Northern Plains
1019,1717,US - Appalachian
1020,1225,US - Northern Plains
1021,1476,US - Northeast
1022,1442,US - Northern Plains
1023,866,US - Northern Plains
1024,545,US - Corn Belt
1025,583,US - Corn Belt
1026,125,US - Northeast
1027,1977,US - Corn Belt
1028,1505,US - Lake States
1029,1864,US - Corn Belt
1030,1523,US - Northern Plains
1031,948,US - Corn Belt
1032,888,US - Corn Belt
1033,1170,US - Corn Belt
1034,644,US - Pacific
1035,1184,US - Northern Plains
1036,153,US - Corn Belt
1037,1503,US - Pacific
1038,43,US - Northern Plains
1039,553,US - Northern Plains
1040,1306,US - Southern Plains
1041,658,US - Corn Belt
1042,1131,US - Corn Belt
1043,765,US - Corn Belt
1044,133,US - Lake States
1045,1217,US - Northern Plains
1046,311,US - Northeast
1047,1451,US - Northern Plains
1048,1473,Canada
1049,1070,US - Corn Belt
1050,1781,US - Northeast
1051,1670,US - Lake States
1052,247,US - Corn Belt
1053,1634,US - Delta States
1054,1730,US - Corn Belt
1055,1996,US - Northern Plains
1056,1747,US - Corn Belt
1057,1664,US - Corn Belt
1058,1668,US - Northern Plains
1059,45,US - Corn Belt
1060,653,US - Corn Belt
1061,293,US - Corn Belt
1062,1620,US - Corn Belt
1063,1867,US - Corn Belt
1064,632,US - Corn Belt
1065,1991,US - Northern Plains
1066,47,US - Northern Plains
